executions,shape,example
4395,"SELECT dateid, date, dayofyear, dayofmonth, dayofweek, weekdayname, month, monthname, year, quarter, monthyearid, weekstartdate, weekenddate, DATEDIFF(DAY, CAST(CURRENT_TIMESTAMP() AS DATE), date) AS today, CONCAT(monthname, ?, year) AS monthyear FROM prod_homecare_acreporting_reporting.dimdate","select `DateID`, `Date`, `DayOfYear`, `DayOfMonth`, `DayOfWeek`, `WeekDayName`, `Month`, `MonthName`, `Year`, `Quarter`, `MonthYearID`, `WeekStartDate`, `WeekEndDate`, `Today`, `MonthYear` from ( SELECT DateID ,Date ,DayOfYear ,DayOfMonth ,DayOfWeek ,WeekDayName ,Month ,MonthName ,Year ,Quarter ,Mon ..."
4287,"SELECT DISTINCT r.referralid, r.leadid, l.hmcprospectid, hmcr.hmcrequestid, l.externalidentifier AS ygl_lead_id, r.providerid, r.billingtypeid, referralstatustypeid, referredon, CASE WHEN NOT hmcl.hottransferred IS NULL THEN ? ELSE ? END AS ht, CASE WHEN r.istopoff = ? THEN ? ELSE ? END AS topoffqueue, CASE WHEN r.addontypeid = ? THEN ? WHEN r.addontypeid = ? THEN ? WHEN r.addontypeid = ? THEN ? ELSE NULL END AS addontype, CASE WHEN r.addontypeid IN (?) THEN ? ELSE ? END AS addon, r.createdon, CAST(returnapproved AS INT), r.hmcleadid, orderid, r.digitaljourney, CASE WHEN p.ispace = ? THEN ? EL ...","select * from ( SELECT DISTINCT r.ReferralID ,r.LeadID ,l.HMCProspectID ,hmcr.HMCRequestID ,l.ExternalIdentifier as YGL_Lead_ID ,r.ProviderID ,r.BillingTypeID ,ReferralStatusTypeID ,ReferredOn ,CASE WHEN hmcl.HotTransferred IS NOT NULL THEN 1 ELSE 0 END as HT ,CASE WHEN r.IsTopOff = 1 THEN 1 ELSE 0  ..."
4136,"WITH cte AS (SELECT hmcr.hmcrequestid, hmcr.hmcprospectid, hmcpd.disqualifier AS disqualifier2, hmcp.disqualifierreason, CASE WHEN hmcr.customflow = ? THEN ? ELSE ? END AS flow, CASE WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ...","select `HMCRequestID`, `HMCProspectID`, `disqualifier`, `userid`, `Time`, `disqualifierfixed`, `disqualifierreason_fixed`, `disqualifierreason`, `Flow`, `affiliateID`, `Channel`, `Source`, `TimeID`, `SiteSection`, `SEMForm`, `EmailType`, cast(`RequestDateTime` as DATE) as `C1`, `RequestStatusID`, `L ..."
4121,"WITH cte AS (SELECT detaildate, state, time, agentfirstname, agent, agentlastname, DATE_FORMAT(time, ?) AS hours, DATE_FORMAT(time, ?) AS minute, ROW_NUMBER() OVER (PARTITION BY detaildate, agentfirstname ORDER BY time) AS rn, (hours * ?) + minute AS timeid, CASE WHEN agent = ? THEN ? WHEN agent = ? THEN ? ELSE LOWER(CONCAT(LEFT(agent, LOCATE(?, agent) - ?), SUBSTRING(agent, LOCATE(?, agent) + ?, ?))) END AS name_join FROM prod_homecare_acreporting_import.five9dailyagentstatedetails WHERE time <> ? AND time <> ? AND state = ? AND agentstatetime <> ? AND agentgroup = ? AND TO_DATE(detaildate, ? ...","select `callid`, `First_LogIn`, `agent`, `Date`, `hours`, `minute`, `TimeID`, `detaildate`, `name_join` from ( WITH CTE1 AS ( WITH CTE AS( SELECT Detaildate ,State ,Time ,agentfirstname ,agent ,agentlastname ,date_format(Time, 'HH') hours ,date_format(Time, 'mm') minute ,ROW_NUMBER() OVER (PARTITION ..."
3972,"SELECT dateid, date, dayofyear, dayofmonth, dayofweek, weekdayname, WEEKOFYEAR(date) AS weekofyear, month, monthname, year, monthyearid, CASE WHEN date >= ? THEN ? ELSE ? END AS testgroup FROM prod_homecare_acreporting_reporting.dimdate WHERE date <= DATE_ADD(YEAR, ?, DATE_TRUNC('YEAR', CURRENT_TIMESTAMP())) AND date >= DATE_ADD(YEAR, -?, DATE_TRUNC('YEAR', CURRENT_TIMESTAMP())) ORDER BY date ASC","select `DateID`, `Date`, `DayOfYear`, `DayOfMonth`, `DayOfWeek`, `WeekDayName`, `WeekofYear`, `Month`, `MonthName`, `Year`, `MonthYearID`, `TestGroup`, { fn concat({ fn concat(`MonthName`, ' ') }, cast(`Year` as STRING)) } as `C1` from ( SELECT DateID ,Date ,DayOfYear ,DayOfMonth ,DayOfWeek ,WeekDay ..."
3816,"WITH cte AS (SELECT DISTINCT r.referralid, leadid, providerid, billingtypeid, referralstatustypeid, referredon, activatedon, advisoractivatedon, startedcareon, advisorstartedcareon, endedcareon, advisorendedcareon, externalidentifier, r.modifiedon, r.modifiedby, r.createdon, r.createdby, sysstarttime, sysendtime, advisorreferralstatustypeid, previousendedcareon, referralendcarereasontypeid, returnapproved, CONCAT(MONTH(referredon), ?, YEAR(referredon)) AS monthyear, hmcleadid, orderid, hmcleadidupdateby, referraldisplaystatustypeid, referralactivationsourceid, CASE WHEN r.orderid = ? THEN ? WH ...","select `ReferralID`, `LeadID`, `ProviderID`, `BillingTypeID`, `ReferralStatusTypeID`, `ReferredOn`, `ActivatedOn`, `AdvisorActivatedOn`, `StartedCareOn`, `AdvisorStartedCareOn`, `EndedCareOn`, `AdvisorEndedCareOn`, `ExternalIdentifier`, `ModifiedOn`, `ModifiedBy`, `CreatedOn`, `CreatedBy`, `SysStart ..."
3814,"WITH cte AS (SELECT DISTINCT hmcr.hmcrequestid, hmcr.hmcprospectid, hmcr.affiliateinquiryid, apfm.lt_form_submit_channel, CASE WHEN hmcr.customflow = ? THEN ? ELSE ? END AS flow, CASE WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) OR hmcr.url LIKE ? OR hmcr.ur ...","select `HMCRequestID`, `HMCProspectID`, `Flow`, `lastoutcomeid`, `affiliateID`, `dma`, `Channel`, `IsDJ`, `DJStep`, `djstepid`, `DJType`, `Source`, `formname`, `TimeID`, `SiteSection`, `SEMForm`, `EmailType`, `RequestDateTime`, `RequestStatusID`, `Lead`, `LSTF`, `RL`, `CampaignID`, `CampaignName` fr ..."
3706,"WITH cte AS (SELECT callid, SUM(CASE WHEN calltype = ? THEN ? ELSE ? END) AS transfers_attempted FROM prod_homecare_acreporting_import.five9dailycalllogs GROUP BY callid ORDER BY callid), cte1 AS (SELECT DISTINCT f9.callid, timestamp, agent, agentname, calltype, disposition, dispositionpath, calltime, talktime, dnis, handletime, consulttime, totalqueuetime, manualtime, dialtime, aftercallworktime, holdtime, ringtime, CASE WHEN calltype IN (?) THEN ? WHEN campaign IN (?) THEN ? ELSE ? END AS call_direction, CASE WHEN disposition IN (?) THEN ? WHEN disposition = ? THEN ? ELSE ? END AS business_p ...","select `CallId`, `Timestamp`, `Agent`, `AgentName`, `CallType`, `Disposition`, `DispositionPath`, `CallTime`, `TalkTime`, `DNIS`, `HandleTime`, `ConsultTime`, `TotalQueueTime`, `ManualTime`, `DialTime`, `AfterCallWorkTime`, `HoldTime`, `RingTime`, `Call_Direction`, `Business_Process`, `TransfersAtte ..."
3696,"WITH cte AS (SELECT DISTINCT r.referralid, leadid, providerid, billingtypeid, referralstatustypeid, referredon, activatedon, advisoractivatedon, startedcareon, advisorstartedcareon, endedcareon, advisorendedcareon, externalidentifier, r.modifiedon, r.modifiedby, r.createdon, r.createdby, sysstarttime, sysendtime, advisorreferralstatustypeid, previousendedcareon, referralendcarereasontypeid, returnapproved, CONCAT(MONTH(referredon), ?, YEAR(referredon)) AS monthyear, hmcleadid, orderid, hottransferresultid, CASE WHEN r.digitaljourney = TRUE THEN ? ELSE ? END AS djreferral, hmcleadidupdateby, re ...","select * from ( WITH CTE as (SELECT DISTINCT r.ReferralID ,LeadID ,ProviderID ,BillingTypeID ,ReferralStatusTypeID ,ReferredOn ,ActivatedOn ,AdvisorActivatedOn ,StartedCareOn ,AdvisorStartedCareOn ,EndedCareOn ,AdvisorEndedCareOn ,ExternalIdentifier ,r.ModifiedOn ,r.ModifiedBy ,r.CreatedOn ,r.Create ..."
3689,"WITH cte AS (SELECT DISTINCT hmcr.hmcrequestid, DATE_ADD(SECOND, -sr.secondsinprospect, sr.createdate) AS screeningstartdatetime, DATEDIFF(SECOND, hmcr.createdate, DATE_ADD(SECOND, -sr.secondsinprospect, sr.createdate)) AS firstscreeninglagseconds, CASE WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) OR hmcr.url LIKE ? OR hmc ...","select `hmcrequestid`, `ScreeningStartDateTime`, `FirstScreeningLagSeconds`, `AdjChannel`, `requeststatusid`, `outcomeid`, `DJStep`, `DJ`, `ScreeningDateTime`, `postalcode`, `RequestDateTime`, `systimezone`, `Adjust_CreateDate`, `DuringOperatingHours`, `RequestHour`, `ScreeningHour`, `RequestHalfHou ..."
3687,"WITH cte AS (SELECT DISTINCT hmcr.hmcrequestid, hmcr.hmcprospectid, hmcr.url, hmcr.createdate, hmcr.formname, hmcr.affiliateid, rs.requeststatus, hmcp.gender, hmcr.requeststatusid, hmcp.age, CASE WHEN hmcp.hmcwhencareneededid = ? THEN ? WHEN hmcp.hmcwhencareneededid = ? THEN ? WHEN hmcp.hmcwhencareneededid = ? THEN ? WHEN hmcp.hmcwhencareneededid = ? THEN ? WHEN hmcp.hmcwhencareneededid = ? THEN ? WHEN hmcp.hmcwhencareneededid = ? THEN ? END AS whencareneeded, isvet, hmcp.besttimetocall, requirespublicassistance, disqualifier, hmcwhencareneededid, hmcp.relation, CASE WHEN hmcp.hoursperweekid = ...","select `hmcrequestid`, `hmcprospectid`, `url`, cast(`createdate` as DATE) as `C1`, `formname`, `affiliateid`, `requeststatus`, `gender`, `requeststatusid`, `age`, `WhenCareNeeded`, `isvet`, `besttimetocall`, `requirespublicassistance`, `disqualifier`, `hmcwhencareneededid`, `relation`, `HoursPerWeek ..."
3673,"SELECT campaignkey, campaignsource, campaignid, CASE WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN campaignid = ? THEN ? WHEN ca ...","select * from ( SELECT CampaignKey ,CampaignSource ,CampaignID ,CASE WHEN CampaignID = '18462205636' THEN 'HighValueT3' WHEN CampaignID = '18462205639' THEN 'MidValueT3' WHEN CampaignID = '18462209188' THEN 'MidValueT4' WHEN CampaignID = '18462209191' THEN 'HighValueT4' WHEN CampaignID = '1893131533 ..."
3673,"WITH cte AS (SELECT DISTINCT hmcr.hmcrequestid, hmcr.hmcprospectid, CASE WHEN hmcr.customflow = ? THEN ? ELSE ? END AS flow, CASE WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.url IS NULL AND hmcr.affilia ...","select `HMCRequestID`, `HMCProspectID`, `Flow`, `lastoutcomeid`, `affiliateID`, `Channel`, `IsDJ`, `DJStep`, `djstepid`, `DJType`, `Source`, `formname`, `TimeID`, `SiteSection`, `SEMForm`, `EmailType`, `RequestDateTime`, `RequestStatusID`, `Lead`, `LSTF`, `RL`, `CampaignID`, `CampaignName` from ( WI ..."
3503,"SELECT DISTINCT o.* FROM prod_homecare_actransactional_organization.org AS o RIGHT JOIN (SELECT DISTINCT p.*, CASE WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN name LIKE ? THEN ? WHEN  ...","select * from ( SELECT DISTINCT o.* FROM prod_homecare_actransactional_organization.org o RIGHT JOIN (SELECT DISTINCT p.*, CASE WHEN Name LIKE '%123 Home Care%' THEN '123 Home Care' WHEN Name LIKE '%1Heart Caregiver Services%' THEN '1Heart Caregiver Services' WHEN Name LIKE '%2nd Family%' THEN '2nd  ..."
3431,"SELECT *, DATE_FORMAT(date, ?) AS monthyearcharge FROM prod_homecare_acreporting_reporting.dimdate WHERE date >= DATE_ADD(YEAR, -?, DATE_TRUNC('YEAR', CURRENT_TIMESTAMP())) AND date < DATE_ADD(YEAR, ?, DATE_TRUNC('YEAR', CURRENT_TIMESTAMP()))","select * from ( Select *, date_format(date,'MM-yyyy') MonthYearCharge from prod_homecare_acreporting_reporting.dimdate where date >= dateadd(Year,-1, date_trunc('Year', getdate())) and date < dateadd(year, 1, date_trunc('Year', getdate())) ) as `_` limit 0"
3350,"SELECT DISTINCT r.referralid, r.leadid, l.hmcprospectid, hmcr.hmcrequestid, l.externalidentifier AS ygl_lead_id, r.providerid, r.billingtypeid, referralstatustypeid, referredon, r.activatedon, CAST(r.activatedon AS DATE) AS activatedondate, CASE WHEN NOT r.activatedon IS NULL THEN ? ELSE ? END AS activations, CASE WHEN NOT hmcl.hottransferred IS NULL THEN ? ELSE ? END AS ht, CASE WHEN r.istopoff = ? THEN ? ELSE ? END AS topoffqueue, CASE WHEN r.addontypeid = ? THEN ? WHEN r.addontypeid = ? THEN ? WHEN r.addontypeid = ? THEN ? ELSE NULL END AS addontype, CASE WHEN r.addontypeid IN (?) THEN ? EL ...","select `ReferralID`, `LeadID`, `HMCProspectID`, `HMCRequestID`, `YGL_Lead_ID`, `ProviderID`, `BillingTypeID`, `ReferralStatusTypeID`, `ReferredOn`, `activatedon`, `ActivatedOnDate`, `Activations`, `HT`, `TopOffQueue`, `AddOnType`, `AddOn`, `CreatedOn`, `ReturnApproved`, `HMCLeadID`, `OrderID`, `digi ..."
3049,"SELECT r.referralid, r.leadid, l.hmcprospectid, hmcr.hmcrequestid, l.externalidentifier AS ygl_lead_id, r.providerid, r.billingtypeid, referralstatustypeid, referredon, r.orderid, log.deliverystatustypeid, dst.name AS deliverystatus FROM prod_homecare_actransactional_homecare.referral AS r LEFT JOIN prod_homecare_actransactional_homecare.lead AS l ON r.leadid = l.leadid LEFT JOIN prod_homecare_actransactional_organization.provider AS p ON p.providerid = r.providerid LEFT JOIN prod_homecare_insite_directory.hmclead AS hmcl ON hmcl.hmcleadid = r.hmcleadid LEFT JOIN prod_homecare_insite_directory ...","select `ReferralID`, `LeadID`, `HMCProspectID`, `HMCRequestID`, `YGL_Lead_ID`, `ProviderID`, `BillingTypeID`, `ReferralStatusTypeID`, cast(`ReferredOn` as DATE) as `C1`, `orderid`, `DeliveryStatusTypeID`, `DeliveryStatus` from ( Select r.ReferralID ,r.LeadID ,l.HMCProspectID ,hmcr.HMCRequestID ,l.Ex ..."
2962,"WITH cte AS (SELECT DISTINCT hmcr.hmcrequestid, hmcr.requeststatusid, TRIM(hmcr.postalcode) AS postalcode, msa_name, CAST(hmcr.createdate AS DATE) AS createdate, CASE WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.affiliateid = ? THEN ? W ...","select * from ( WITH CTE AS ( Select distinct hmcr.hmcrequestid ,hmcr.requeststatusid ,trim(hmcr.postalcode) postalcode ,msa_name ,cast(hmcr.createdate as date) createdate ,CASE WHEN hmcr.affiliateid = 72 THEN 'APFM' WHEN hmcr.affiliateID IN (98,100,101,102,103,104,105,109,110,123,124,125,126,127,12 ..."
2960,"WITH cte AS (SELECT cph.*, o.createdon AS ordercreatedate, CASE WHEN o.costperlead = ? THEN ? ELSE o.costperlead END AS costperlead, ROW_NUMBER() OVER (PARTITION BY providerid ORDER BY cph.orderid) AS rn FROM prod_homecare_acreporting_reporting.cartproviderhistory AS cph LEFT JOIN prod_homecare_actransactional_ordermanagement.order AS o ON o.orderid = cph.orderid WHERE date = CAST(CURRENT_TIMESTAMP() AS DATE) AND contracttype = ? AND (orderstatus IN (?) OR orderstatusreason = ?)) SELECT * FROM cte WHERE rn = ?","select * from ( WITH CTE AS( SELECT cph.* ,o.CreatedOn AS OrderCreateDate ,CASE WHEN o.CostPerLead = .1 THEN 34 ELSE o.CostPerLead END AS CostPerLead ,ROW_NUMBER() OVER (Partition BY ProviderID ORDER BY cph.OrderID) as rn FROM prod_homecare_acreporting_reporting.cartproviderhistory cph LEFT JOIN pro ..."
2957,"SELECT providerservicecoverageid, providerid, postalcode, postalcodeid, deleted, modifiedon, modifiedby, createdon, createdby FROM prod_homecare_actransactional_organization.providerservicecoverage WHERE deleted = ?","select * from ( SELECT ProviderServiceCoverageID ,ProviderID ,PostalCode ,PostalCodeID ,Deleted ,ModifiedOn ,ModifiedBy ,CreatedOn ,CreatedBy FROM prod_homecare_actransactional_organization.providerservicecoverage WHERE Deleted = 0 ) as `_` limit 0"
2955,"WITH cte AS (SELECT p.hmcprospectid, p.emailaddress, hmcl.hmcleadid, hottransferred, l.leadid, l.leadinfoid, hmcl.createdate AS referraldate, hmcl.companyid, ci.providerid, ci.accountid, ci.companyname, stat.createdate AS activationdate, ROW_NUMBER() OVER (PARTITION BY p.hmcprospectid ORDER BY ci.companyname ASC) AS rn FROM prod_homecare_insite_directory.hmcprospect AS p JOIN prod_homecare_insite_directory.hmclead AS hmcl ON p.hmcprospectid = hmcl.hmcprospectid AND hmcl.createdate > ? LEFT JOIN prod_homecare_insite_directory.companyinfo AS ci ON hmcl.companyid = ci.companyid LEFT JOIN prod_hom ...","select `HMCProspectID`, cast(`ReferralDate` as DATE) as `C1`, `NumProv`, `ActDate`, `HMCLeadID`, `ReferralID`, cast(`ReturnApproved` as BIGINT) as `C2`, `BillingTypeID`, `HotTransferred`, `companyname`, `ProviderID`, `ProvActivation`, `MinActivationDate`, `HTAny`, `ActivatedAny`, case when `HotTrans ..."
2951,"WITH cte AS (SELECT hmcr.hmcprospectid, hmcr.hmcrequestid, CASE WHEN hmcr.requeststatusid = ? THEN hmcr.hmcrequestid ELSE NULL END AS rl, CASE WHEN hmcr.requeststatusid <> ? THEN hmcr.hmcrequestid ELSE NULL END AS lstf, hmcr.createdate, hmcr.affiliateid, hmcr.url, CASE WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN  ...","select `Leads`, `Rls`, `LSTFs`, `CreateDate`, `Referrals`, `postalcode`, `City`, `State`, `AdjChannel`, `returnapproved` from ( WITH CTE1 AS ( WITH CTE AS ( Select hmcr.hmcprospectid ,hmcr.hmcrequestid ,CASE WHEN hmcr.requeststatusid = 2 then hmcr.hmcrequestid else null END Rl ,CASE WHEN hmcr.reques ..."
